Strain,Temperature,TraitValue,Trait,TemperatureUnits,TraitUnits,Phylum,Class,Order,Family,Genus,Species
30_RT_01,19,0.076040584,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,21,0.074294381,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,21,0.125699074,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,21,0.06887342,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,21,0.138751012,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,25,0.110699302,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,25,0.164192947,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,25,0.136978521,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,25,0.146889326,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,30,0.045062919,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,30,0.025052242,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,30,0.027126943,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,5,0.31704589,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,5,0.36916763,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,5,0.30381027,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,5,0.347736438,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,10,0.666415654,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,10,0.605053476,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,10,0.519533861,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,10,0.583005017,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,15,0.604470877,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,15,0.711549603,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,15,0.689234955,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,15,0.536311331,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,19,0.742828586,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,19,1.032900775,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,19,0.842340004,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,19,0.779974181,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,21,0.963981169,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,21,1.407100367,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,21,1.230398188,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,21,1.230693807,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,25,1.126997363,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,25,1.456224644,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,25,1.598721102,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,25,1.768893259,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,30,1.079018102,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,30,1.398671677,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_01,30,1.422230738,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,10,0.079166285,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,15,0.10469873,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,21,0.212469207,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,21,0.231933398,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,21,0.150196516,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,25,0.25218138,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,25,0.318346185,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,25,0.26752332,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,25,0.176934448,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,30,0.049362062,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,10,1.025169422,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,15,1.467394318,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,21,1.865905742,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,21,1.898395322,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,21,1.628827437,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,25,1.81095732,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,25,2.098356996,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,25,2.092244607,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,25,2.167525157,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_02,30,1.579481191,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_03,15,0.092235735,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,19,0.093406399,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,19,0.065416659,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,19,0.075044208,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,21,0.108575792,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,21,0.088336901,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,21,0.064398985,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,25,0.271110489,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,25,0.256844311,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,25,0.211876286,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,25,0.20914403,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,30,0.242427137,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,30,0.239565999,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,30,0.233282006,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,35,0.201711135,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,35,0.233304816,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,35,0.212755183,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,35,0.24731466,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,15,0.541464171,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,19,0.778136303,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,19,1.026411734,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,19,0.889287425,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,21,1.7182591,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,21,1.476686315,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,21,1.603220082,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,25,2.163263834,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,25,1.933601076,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,25,1.948356449,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,25,1.827118039,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,30,2.261611038,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,30,2.619943925,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,30,2.535767191,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,35,1.418722073,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,35,1.92139964,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,35,2.139585146,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_03,35,3.190093908,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,mycoides
30_RT_04,19,0.237017289,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,19,0.131218966,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,19,0.140256338,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,21,0.108726001,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,21,0.128707013,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,21,0.126769023,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,25,0.025765548,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,25,0.012651416,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,25,0.017568531,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,19,0.164158347,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,19,0.146031618,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,19,0.152492843,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,21,0.471324208,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,21,0.460966488,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,21,0.655306603,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,25,0.397519179,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,25,0.364197463,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_04,25,0.457515341,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,sp.
30_RT_05,21,0.084306977,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,21,0.209525528,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,21,0.313818755,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,25,0.182080102,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,25,0.201023348,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,25,0.161619121,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,25,0.099131469,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,30,0.346014163,Specific Growth Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,21,0.257574935,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,21,-0.102340091,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,21,-0.095060762,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,25,0.210787054,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,25,0.265410799,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,25,0.311009652,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,25,0.581641914,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_05,30,0.407941241,Specific Respiration Rate,Celsius,h^-1,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,sp.
30_RT_06,15,0.218522472,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,19,0.319642468,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,19,0.427620708,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,19,0.39428165,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,19,0.406404198,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,21,0.343876233,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,21,0.471282943,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,21,0.39987333,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,21,0.377220674,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,25,0.628179297,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,25,0.478552095,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,25,0.547727289,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,25,0.6389264,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,30,0.271368148,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,30,0.276057904,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,30,0.399024704,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,30,0.563392126,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,35,0.155788641,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,35,0.104824524,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,35,0.125316147,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,35,0.069760426,Specific Growth Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,15,0.489047331,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,19,0.581719542,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,19,0.552268263,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,19,0.57648559,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,19,0.672876599,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,21,1.153458215,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
30_RT_06,21,1.10728798,Specific Respiration Rate,Celsius,h^-1,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,weihenstephanensis
